InputSize,ProgramSize,BSS,RoData,Text,InputType,STSclass
3443,5604,328,3129,34611,Random,Medium burst
986,27799,89,452,9895,Random,Short burst
821,48458,200,3025,23412,Constant,Long burst
7778,13921,462,1652,34014,Reverse Sorted,Medium burst
9204,23711,353,4772,14251,Constant,Medium burst
3457,11702,39,1030,45997,Constant,Long burst
970,44371,423,2344,6109,Reverse Sorted,Short burst
6851,42685,880,2434,25632,Constant,Long burst
597,41627,377,3402,30740,Constant,Long burst
1856,4185,750,4178,13151,Reverse Sorted,Very short burst
1217,25161,605,848,47165,Constant,Long burst
2928,43137,511,2645,30733,Sorted,Long burst
1747,18866,671,1416,7325,Sorted,Short burst
7092,38212,882,2988,23691,Random,Long burst
6871,24776,710,1312,30428,Constant,Medium burst
242,15910,30,2826,11050,Reverse Sorted,Short burst
2861,48739,558,3298,2912,Reverse Sorted,Medium burst
3535,10178,255,353,37989,Sorted,Medium burst
6722,25075,292,1743,8374,Random,Short burst
7169,41901,623,2366,34034,Constant,Long burst
4612,41730,940,4545,48457,Reverse Sorted,Very long burst
1948,14388,815,971,20866,Reverse Sorted,Short burst
2796,17227,241,470,47678,Constant,Long burst
1817,49471,325,2228,27256,Random,Long burst
3172,3581,847,3859,28769,Sorted,Short burst
9359,23521,809,1216,11198,Constant,Short burst
2886,9949,345,4723,30281,Constant,Medium burst
3891,16157,997,589,5564,Constant,Short burst
9580,35559,985,3549,37996,Sorted,Long burst
3971,2032,420,1510,8155,Reverse Sorted,Very short burst
1906,37630,254,4737,48952,Constant,Very long burst
1604,16515,396,4789,34085,Constant,Medium burst
3408,38256,698,377,1710,Constant,Short burst
7217,6844,734,2909,12388,Constant,Short burst
5148,41698,367,2143,9642,Random,Medium burst
8363,48961,623,2181,27457,Random,Long burst
1790,9606,807,2891,19127,Random,Short burst
9636,34706,31,401,35091,Reverse Sorted,Long burst
3403,48087,28,4782,12752,Constant,Medium burst
3213,10152,296,3958,5237,Constant,Very short burst
9174,25050,285,283,4051,Constant,Short burst
7950,6889,668,3172,31169,Constant,Medium burst
6516,22861,907,4926,22048,Sorted,Medium burst
1604,36347,561,2778,44311,Sorted,Long burst
9024,39563,688,982,20088,Sorted,Medium burst
4024,14203,612,1873,6675,Constant,Short burst
8715,19142,81,3550,40555,Sorted,Long burst
9883,41826,374,4123,3640,Sorted,Medium burst
4585,37009,959,3395,13317,Reverse Sorted,Medium burst
8200,14381,804,910,45408,Reverse Sorted,Long burst
8784,49737,344,1280,41144,Sorted,Very long burst
291,15914,661,2245,41906,Sorted,Medium burst
8790,14829,760,4445,39130,Reverse Sorted,Long burst
5017,49650,599,1526,34462,Sorted,Long burst
5931,23331,208,2073,21637,Constant,Medium burst
9548,41591,26,2646,11385,Sorted,Medium burst
4422,8088,227,2480,16201,Constant,Short burst
7099,1403,750,3739,35536,Sorted,Medium burst
9108,44916,861,583,25667,Random,Long burst
7382,43223,659,1306,46384,Sorted,Very long burst
9765,36072,156,1707,1171,Random,Short burst
9378,18110,219,1202,36517,Sorted,Long burst
1974,34552,679,3943,36870,Sorted,Long burst
9162,33957,423,1802,48375,Constant,Very long burst
4863,22027,674,1733,38982,Reverse Sorted,Long burst
8564,38050,865,3028,33844,Reverse Sorted,Long burst
9321,29511,339,4382,19582,Constant,Medium burst
1151,37775,904,3703,5237,Reverse Sorted,Short burst
9865,35264,971,3063,31465,Random,Long burst
7638,32504,879,750,7027,Random,Short burst
7511,24564,361,4720,14241,Sorted,Medium burst
6420,29202,172,3114,11367,Random,Short burst
2205,20665,828,4916,28483,Reverse Sorted,Medium burst
407,9131,110,1814,16031,Random,Short burst
7837,22352,336,4368,36312,Sorted,Long burst
3459,5007,336,1172,33023,Random,Medium burst
3276,1027,164,3880,29188,Reverse Sorted,Short burst
1351,29481,19,3008,36625,Constant,Long burst
5466,36264,362,2370,35321,Sorted,Long burst
1617,36735,948,1472,7274,Constant,Short burst
6326,48040,192,1590,13556,Random,Medium burst
5405,33971,464,4575,42921,Sorted,Long burst
9670,1162,655,572,35395,Sorted,Medium burst
5969,25440,15,3057,27543,Random,Medium burst
8139,42382,342,2548,12523,Sorted,Medium burst
4991,6756,953,2139,2074,Random,Very short burst
5092,28932,342,1788,20588,Constant,Medium burst
2061,8867,267,4239,14990,Constant,Short burst
2963,46728,220,2583,32528,Reverse Sorted,Long burst
6703,38565,60,2614,18412,Reverse Sorted,Medium burst
4667,26011,454,2814,18031,Random,Medium burst
6613,9073,668,548,46793,Random,Long burst
4105,16082,386,2468,15837,Constant,Short burst
9214,5878,649,2796,39071,Sorted,Medium burst
283,14000,495,534,48512,Random,Long burst
7855,805,779,714,20546,Sorted,Short burst
3458,22381,60,3504,47515,Reverse Sorted,Long burst
6715,5197,163,677,46875,Constant,Long burst
9690,7722,591,1734,18286,Random,Short burst
6897,8433,797,781,10695,Reverse Sorted,Short burst
8828,18349,800,4337,38844,Random,Long burst
7778,24736,319,1294,12054,Reverse Sorted,Short burst
5798,44731,408,2224,3897,Constant,Medium burst
1373,33670,143,3924,10537,Random,Short burst
6753,13401,229,2824,22946,Random,Medium burst
1196,7440,172,3128,9681,Sorted,Very short burst
9597,49290,980,4841,8851,Sorted,Medium burst
9207,19554,657,1189,26001,Random,Medium burst
8102,41363,578,4709,15585,Constant,Medium burst
4347,44110,511,3167,40996,Sorted,Very long burst
9320,5044,955,2490,48038,Random,Long burst
5414,25818,698,4168,49123,Random,Long burst
3454,6574,124,3252,31117,Reverse Sorted,Medium burst
370,40118,508,3248,6595,Constant,Short burst
1286,34018,481,4590,24774,Sorted,Medium burst
6405,25944,158,4922,49565,Sorted,Very long burst
2498,20946,250,2094,44691,Reverse Sorted,Long burst
7095,29043,132,757,10599,Random,Short burst
7399,25289,813,482,7462,Sorted,Short burst
4282,2117,848,522,14307,Random,Short burst
2330,35798,78,97,40136,Sorted,Long burst
6611,3833,835,1964,28531,Sorted,Medium burst
228,40502,72,1155,43174,Random,Long burst
9561,22652,742,3230,37710,Random,Long burst
3772,24591,25,1940,35568,Sorted,Medium burst
9893,1011,399,407,15414,Reverse Sorted,Short burst
4865,47814,599,617,32723,Reverse Sorted,Long burst
4070,38350,643,529,30036,Reverse Sorted,Long burst
7645,17136,957,916,11261,Reverse Sorted,Short burst
5652,21017,267,3310,3377,Reverse Sorted,Short burst
727,32286,226,4109,41091,Random,Long burst
6689,9320,488,1078,49994,Sorted,Long burst
2144,36744,123,3407,2271,Reverse Sorted,Short burst
2441,9678,891,1863,38788,Constant,Medium burst
5984,2225,982,3778,46316,Sorted,Medium burst
8285,18977,389,3576,29419,Constant,Medium burst
349,47033,667,4853,34202,Random,Long burst
3025,34969,986,1100,20982,Sorted,Medium burst
5143,8996,246,176,4771,Random,Very short burst
1074,12770,485,3656,15873,Constant,Short burst
9617,10972,981,2428,42494,Sorted,Long burst
7292,21224,940,1702,42340,Sorted,Long burst
9275,30916,607,57,19534,Random,Medium burst
9180,36075,688,4758,37892,Sorted,Long burst
2772,16154,138,1334,13117,Constant,Short burst
7379,11578,519,4743,6602,Random,Short burst
7631,28530,174,4531,16421,Constant,Medium burst
9618,8072,286,228,32674,Sorted,Medium burst
8762,17908,266,3645,6167,Constant,Short burst
2087,19859,141,4960,6486,Sorted,Short burst
190,9198,579,3867,29192,Constant,Short burst
8821,5356,266,3304,21806,Constant,Short burst
4159,28027,150,4503,10943,Reverse Sorted,Short burst
2873,39992,695,2473,5824,Sorted,Short burst
9978,9745,696,4847,36883,Reverse Sorted,Medium burst
8483,44134,218,1800,1218,Reverse Sorted,Medium burst
7509,43364,725,4927,33893,Random,Long burst
4540,29446,528,4227,14169,Random,Medium burst
7447,37855,60,3479,47458,Constant,Very long burst
1108,38190,512,234,46374,Sorted,Long burst
3883,38314,268,2385,10415,Random,Medium burst
6746,32145,187,3183,5180,Reverse Sorted,Short burst
4398,19778,931,556,38928,Sorted,Long burst
4768,7703,552,4175,20154,Constant,Short burst
4387,48671,365,1982,33609,Constant,Long burst
2152,22158,327,1246,10766,Random,Short burst
6109,43096,675,3735,31058,Random,Long burst
1816,16297,972,4231,2942,Random,Very short burst
410,33306,373,1388,12532,Constant,Short burst
4638,31458,64,2670,21841,Reverse Sorted,Medium burst
1360,6765,165,732,44374,Random,Medium burst
4032,7098,53,3564,30876,Constant,Medium burst
684,35683,602,4417,2254,Sorted,Short burst
7716,17642,687,2210,34755,Constant,Medium burst
8651,27498,551,1779,15923,Sorted,Medium burst
2966,26390,331,1467,32682,Sorted,Medium burst
5998,29378,657,4064,41879,Reverse Sorted,Long burst
2111,14806,23,68,25339,Random,Short burst
6351,47845,366,2702,48592,Sorted,Very long burst
5039,12385,492,3850,45861,Random,Long burst
4106,44645,627,514,47508,Constant,Very long burst
1725,44326,368,740,14118,Random,Medium burst
990,7943,327,1060,45679,Constant,Medium burst
6178,32339,84,3111,48769,Sorted,Very long burst
7136,17584,968,4070,43277,Reverse Sorted,Long burst
9023,24411,600,212,35139,Sorted,Long burst
4061,4883,203,1685,14163,Constant,Short burst
2604,27277,372,2796,34128,Sorted,Medium burst
8906,34861,105,344,9104,Reverse Sorted,Medium burst
3906,15258,49,628,15186,Random,Short burst
6200,30021,777,1635,9549,Constant,Short burst
1819,21029,406,3430,33262,Random,Medium burst
6786,23591,116,2399,31078,Reverse Sorted,Medium burst
1687,40294,26,2221,25168,Sorted,Medium burst
7100,31881,536,244,29466,Reverse Sorted,Long burst
9903,35880,938,891,36551,Constant,Long burst
996,31432,793,4057,33831,Constant,Long burst
5658,44597,508,4634,19612,Sorted,Long burst
8569,2408,534,2981,37617,Constant,Medium burst
4747,40222,768,495,23716,Reverse Sorted,Medium burst
9928,48453,735,129,32926,Constant,Very long burst
2532,30858,672,4890,4938,Random,Short burst
4004,30912,813,2795,42539,Reverse Sorted,Long burst
6937,18674,52,3738,23697,Reverse Sorted,Medium burst
1549,15996,955,1910,13609,Constant,Short burst
4600,3428,635,980,14483,Sorted,Short burst
5554,31132,851,1984,11523,Sorted,Medium burst
9524,32809,602,4417,27989,Sorted,Long burst
4217,9780,359,2221,35926,Constant,Medium burst
8969,40949,662,3344,45729,Constant,Very long burst
2128,22135,39,4831,40164,Constant,Long burst
6945,27457,450,4797,3283,Reverse Sorted,Short burst
3858,37395,551,4442,7236,Reverse Sorted,Short burst
6004,5463,464,2884,41577,Constant,Medium burst
4724,28021,787,4766,45726,Sorted,Long burst
8948,33115,620,1704,4105,Random,Short burst
265,45029,971,2978,37320,Sorted,Long burst
4691,46822,103,3653,20859,Reverse Sorted,Long burst
689,22195,732,1722,2838,Reverse Sorted,Very short burst
4624,9857,304,4400,25797,Sorted,Medium burst
2921,25676,558,1337,25437,Sorted,Medium burst
6609,18909,908,2776,18279,Reverse Sorted,Medium burst
7793,1487,98,4174,6913,Reverse Sorted,Very short burst
9554,2465,939,1108,49640,Constant,Long burst
171,40584,512,4894,26560,Random,Medium burst
3680,31818,776,651,27208,Constant,Medium burst
8062,26515,223,3324,36658,Constant,Long burst
368,29691,431,3028,48355,Sorted,Long burst
2562,47314,535,180,44003,Sorted,Very long burst
9560,1368,201,160,49491,Random,Long burst
1115,37646,816,2621,15646,Constant,Medium burst
9375,48731,703,3409,22061,Constant,Long burst
8084,29532,651,2784,41214,Reverse Sorted,Long burst
506,28805,233,880,45597,Reverse Sorted,Long burst
7484,23140,564,715,23873,Random,Medium burst
6149,18818,702,1116,4458,Sorted,Short burst
6269,13746,396,3838,38165,Reverse Sorted,Medium burst
8082,34344,690,1367,23267,Random,Medium burst
1085,33102,785,334,15582,Constant,Medium burst
4585,22084,483,4709,33389,Random,Medium burst
9001,15669,617,4164,15823,Random,Short burst
2718,26468,212,3628,41856,Reverse Sorted,Long burst
6389,6885,456,4692,8406,Reverse Sorted,Short burst
9703,8722,842,97,31619,Constant,Medium burst
7028,25944,856,1818,8071,Constant,Short burst
5468,38748,909,4364,22852,Constant,Medium burst
4721,41045,77,4911,46846,Random,Very long burst
9777,5862,101,3309,49872,Random,Long burst
7666,34218,787,2128,38775,Reverse Sorted,Long burst
4770,8750,852,2356,43335,Constant,Medium burst
7758,3318,187,3465,23681,Reverse Sorted,Short burst
1103,36868,672,4453,43493,Constant,Long burst
7604,44609,838,3192,11144,Constant,Medium burst
2566,15553,568,617,45217,Reverse Sorted,Long burst
2039,27926,12,4376,12183,Reverse Sorted,Short burst
1735,47601,112,4115,22074,Reverse Sorted,Long burst
9990,39523,282,131,20880,Constant,Long burst
8195,25392,543,3055,13349,Random,Medium burst
6365,44175,125,266,28493,Reverse Sorted,Long burst
1995,29861,868,384,24610,Reverse Sorted,Medium burst
6624,16507,921,608,10357,Random,Short burst
1173,14741,473,2961,5561,Random,Very short burst
5284,45358,113,923,30844,Sorted,Long burst
2502,45573,268,802,8614,Reverse Sorted,Medium burst
4995,24402,317,3811,3358,Sorted,Short burst
7431,25006,376,643,32805,Sorted,Long burst
9443,18062,938,2801,12430,Random,Short burst
2056,20739,819,1728,17041,Constant,Short burst
7123,13565,651,3947,46871,Constant,Long burst
4007,45915,816,4698,27726,Random,Long burst
907,41791,311,1532,11267,Sorted,Medium burst
8478,39305,569,832,12859,Sorted,Medium burst
4927,33795,36,2184,46563,Sorted,Very long burst
4624,18943,517,3636,11373,Sorted,Short burst
9599,9790,536,3844,25634,Reverse Sorted,Medium burst
2384,711,784,4658,8257,Sorted,Very short burst
5413,18598,374,1033,23597,Random,Medium burst
857,19572,962,4732,43918,Sorted,Long burst
4987,43790,307,792,42144,Sorted,Very long burst
3954,20150,786,4594,24989,Random,Medium burst
3658,15615,370,4733,20003,Sorted,Short burst
9872,5649,655,4405,31169,Constant,Medium burst
1061,42492,513,3658,43640,Random,Long burst
3947,18216,962,3321,48271,Reverse Sorted,Long burst
6826,32688,597,2560,17961,Reverse Sorted,Medium burst
3675,14121,39,4060,13146,Random,Short burst
9167,7320,448,143,46237,Reverse Sorted,Long burst
2518,48029,349,1425,42030,Reverse Sorted,Very long burst
4298,43300,135,1181,1555,Reverse Sorted,Short burst
1101,30899,605,2566,43178,Random,Long burst
5344,14502,575,140,4640,Sorted,Very short burst
7219,43598,375,1529,47136,Reverse Sorted,Very long burst
4166,46011,804,1004,2912,Constant,Short burst
2945,29250,861,2481,20114,Sorted,Medium burst
9773,26574,452,72,39187,Sorted,Long burst
8949,17810,272,1775,24922,Reverse Sorted,Medium burst
5416,17506,945,4168,49210,Reverse Sorted,Long burst
522,10171,881,3355,30500,Sorted,Medium burst
6815,44845,231,1771,15429,Reverse Sorted,Medium burst
4366,28394,849,1490,37684,Random,Long burst
7649,49885,11,4720,14687,Random,Long burst
6416,26693,919,2200,24712,Reverse Sorted,Medium burst
2810,10722,403,2597,15837,Sorted,Short burst
8744,24286,315,4973,49239,Reverse Sorted,Very long burst
8169,32009,155,3604,13865,Constant,Medium burst
1757,886,539,238,45653,Random,Medium burst
2641,2134,537,509,13919,Sorted,Very short burst
6863,41378,317,2286,36094,Constant,Long burst
3175,4633,974,4496,36569,Reverse Sorted,Medium burst
3264,42644,957,630,22936,Random,Medium burst
2153,38849,680,2211,49787,Constant,Very long burst
8579,35235,349,4765,31961,Sorted,Long burst
5837,22452,928,1581,47301,Random,Long burst
3317,25316,361,1418,12022,Reverse Sorted,Short burst
1547,22029,819,2484,16297,Reverse Sorted,Short burst
6109,6267,218,3041,18368,Random,Short burst
707,42021,967,2952,21483,Constant,Medium burst
4652,18883,214,2580,7463,Random,Short burst
1864,5401,634,522,14632,Random,Short burst
9517,43389,699,908,30703,Random,Long burst
9527,15133,982,3039,18407,Constant,Medium burst
9321,19663,730,2490,47221,Random,Long burst
2771,11207,645,3756,46834,Sorted,Long burst
6619,23076,24,1762,42239,Reverse Sorted,Long burst
4062,18561,867,565,18495,Constant,Short burst
3277,45601,437,2443,26759,Sorted,Long burst
3822,45206,485,1425,22464,Random,Long burst
5006,12048,307,3719,21326,Sorted,Short burst
7363,15615,566,2440,34039,Constant,Medium burst
5154,10343,103,3312,45939,Reverse Sorted,Long burst
9767,37445,116,4688,11533,Constant,Medium burst
908,40479,428,2916,13158,Random,Medium burst
9270,41141,287,1109,21398,Random,Long burst
825,4341,137,806,41910,Reverse Sorted,Medium burst
7801,6916,979,3545,17149,Constant,Short burst
1316,11133,468,237,38711,Constant,Medium burst
4151,38153,47,2431,18152,Constant,Medium burst
2297,1094,618,4628,31772,Sorted,Short burst
2906,14893,207,2764,45735,Reverse Sorted,Long burst
9070,35880,713,345,28307,Constant,Long burst
1072,45556,366,3583,6166,Reverse Sorted,Medium burst
5734,23243,16,4190,8589,Sorted,Short burst
7583,32471,565,4092,38566,Constant,Long burst
2223,5361,341,2092,48986,Sorted,Medium burst
8890,38034,528,4320,1464,Random,Short burst
324,36626,203,3101,3600,Random,Short burst
9132,15346,325,1850,1916,Random,Short burst
1914,26677,10,3954,10644,Reverse Sorted,Short burst
1206,34182,71,3831,7126,Constant,Short burst
224,18728,352,2311,8151,Constant,Short burst
3346,35263,610,1572,12660,Sorted,Medium burst
3031,24509,27,4903,1065,Sorted,Short burst
3071,594,629,1470,27301,Random,Short burst
2117,41952,656,4642,13888,Reverse Sorted,Medium burst
7515,15600,380,154,43459,Reverse Sorted,Long burst
2515,33417,831,3673,14999,Sorted,Medium burst
3196,17930,588,528,8193,Sorted,Short burst
1709,36071,614,742,29540,Constant,Medium burst
817,25474,659,3088,12001,Constant,Short burst
3661,31629,710,3019,10078,Sorted,Short burst
9308,47734,580,243,24949,Constant,Long burst
6882,21360,708,1539,25245,Sorted,Medium burst
1148,7776,244,108,20131,Reverse Sorted,Short burst
9649,1051,78,1936,49520,Random,Long burst
8407,48748,456,3659,33811,Sorted,Very long burst
8005,8986,619,4623,32543,Sorted,Medium burst
5678,18027,17,2630,37610,Constant,Medium burst
1720,10245,471,2018,5705,Sorted,Very short burst
6648,41628,320,4737,19272,Reverse Sorted,Medium burst
7481,13497,143,4984,32834,Random,Medium burst
4880,18830,394,4103,14640,Constant,Short burst
3892,40578,65,4694,17012,Reverse Sorted,Medium burst
3041,39085,369,3135,6883,Random,Short burst
5795,25329,980,270,26295,Constant,Medium burst
6501,43836,123,925,18074,Reverse Sorted,Medium burst
9269,8570,97,3512,49937,Sorted,Long burst
6297,1820,147,2775,7842,Constant,Very short burst
5550,24007,117,1246,32556,Sorted,Medium burst
9075,39421,509,2759,9301,Constant,Medium burst
8532,7089,544,2781,38326,Random,Medium burst
5974,27959,153,385,32579,Constant,Long burst
1653,16089,878,274,26090,Constant,Medium burst
1112,36875,665,3991,9828,Reverse Sorted,Short burst
8478,43585,65,4333,39080,Constant,Very long burst
1981,43700,629,1297,1626,Random,Short burst
6899,33668,872,2740,33837,Reverse Sorted,Long burst
4686,27232,15,4007,24933,Sorted,Medium burst
8722,32011,551,4639,22997,Constant,Medium burst
8530,22926,456,1936,33591,Random,Long burst
6547,31482,394,360,15432,Random,Medium burst
2445,17246,316,2618,29375,Constant,Medium burst
175,29014,883,1654,11042,Constant,Short burst
9648,4351,866,4032,21703,Sorted,Short burst
5977,20296,648,418,23345,Sorted,Medium burst
6885,10998,311,3596,12070,Sorted,Short burst
5022,33352,642,4891,12544,Sorted,Medium burst
8190,35092,414,1047,9059,Sorted,Medium burst
2430,45345,620,546,40552,Sorted,Long burst
4786,16430,687,1013,19018,Reverse Sorted,Short burst
2002,45817,846,2054,15093,Reverse Sorted,Medium burst
4770,43381,840,1248,45436,Random,Very long burst
7243,48400,762,2395,3543,Reverse Sorted,Medium burst
2159,42090,571,626,17118,Constant,Medium burst
240,21659,789,3210,8353,Constant,Short burst
1889,30036,846,103,14349,Constant,Short burst
116,24752,519,3482,1768,Random,Very short burst
564,24503,82,278,15163,Reverse Sorted,Short burst
4571,40686,821,828,16095,Constant,Medium burst
1927,35639,573,3880,3603,Reverse Sorted,Short burst
8811,40336,274,1034,1991,Constant,Short burst
6056,22705,236,4518,27304,Sorted,Medium burst
189,31023,202,518,43988,Reverse Sorted,Long burst
4915,45127,383,2517,17872,Reverse Sorted,Medium burst
2951,7964,760,1899,9179,Constant,Very short burst
2943,17610,19,581,5152,Reverse Sorted,Very short burst
9217,46816,311,3085,28895,Sorted,Long burst
6643,7621,368,611,27727,Constant,Medium burst
6001,10340,749,139,28180,Sorted,Medium burst
1069,37580,963,1456,1734,Constant,Short burst
1194,41268,814,4514,6678,Reverse Sorted,Short burst
6224,9961,61,3195,37077,Constant,Medium burst
7447,21427,761,1342,25946,Random,Medium burst
3295,24898,108,4160,27649,Constant,Medium burst
1504,33586,602,3831,48496,Reverse Sorted,Long burst
7040,15829,22,4117,5701,Sorted,Short burst
4390,16291,399,3555,29781,Sorted,Medium burst
4082,14872,963,2441,14060,Random,Short burst
5655,49203,366,1268,27877,Constant,Long burst
8054,27854,649,1995,11022,Constant,Medium burst
4813,48969,825,2302,19243,Sorted,Long burst
3192,44518,937,3941,41487,Sorted,Very long burst
4259,22037,20,1724,47883,Reverse Sorted,Long burst
6408,34870,90,825,1916,Random,Short burst
7578,25905,270,4831,24648,Sorted,Medium burst
8576,42315,15,3617,40449,Constant,Very long burst
5033,24203,467,2815,45135,Sorted,Long burst
5026,15734,382,274,44594,Reverse Sorted,Long burst
9479,8032,490,113,38460,Constant,Medium burst
4069,40634,231,1837,16855,Reverse Sorted,Medium burst
3065,35916,926,3900,27736,Reverse Sorted,Medium burst
4419,7403,819,1425,2335,Reverse Sorted,Very short burst
9075,18742,90,3584,28192,Random,Medium burst
7208,14288,932,3965,29294,Constant,Medium burst
9241,35749,524,4502,11892,Constant,Medium burst
4039,35088,69,142,43913,Reverse Sorted,Long burst
144,30013,230,2792,48971,Random,Long burst
1910,43539,971,1727,26524,Sorted,Long burst
4666,20042,358,3716,1301,Constant,Short burst
9121,32794,570,3914,41508,Sorted,Long burst
2009,4184,237,2531,30912,Constant,Short burst
6464,24295,299,4986,15903,Reverse Sorted,Medium burst
2681,4151,302,1451,28164,Constant,Short burst
791,10931,819,1656,48195,Reverse Sorted,Long burst
1031,10631,202,4006,36469,Constant,Medium burst
8010,24591,965,3459,43435,Reverse Sorted,Long burst
6482,25345,483,3121,26189,Sorted,Medium burst
3506,24991,266,947,6644,Sorted,Short burst
8439,5330,964,2981,6520,Sorted,Very short burst
1132,29140,515,4637,34436,Constant,Long burst
1411,7834,397,3763,3128,Random,Very short burst
8679,47887,624,3181,16459,Sorted,Long burst
3221,9804,407,1582,40506,Constant,Medium burst
1973,48147,375,2027,17601,Reverse Sorted,Medium burst
9207,17532,667,1848,9940,Random,Short burst
6881,26255,299,1401,37988,Random,Long burst
3848,47853,778,1888,25776,Random,Long burst
377,516,318,2610,32745,Sorted,Short burst
1959,8808,287,3041,20005,Sorted,Short burst
6029,30154,473,1713,38907,Sorted,Long burst
6892,39744,198,2447,32702,Sorted,Long burst
4813,6442,927,3253,1721,Reverse Sorted,Very short burst
4775,3193,187,4691,42911,Constant,Medium burst
1270,16062,537,648,35649,Random,Medium burst
8781,6759,933,2094,22565,Constant,Short burst
9474,48847,997,308,19704,Random,Long burst
5408,42736,384,4621,40718,Random,Very long burst
2562,5442,607,1955,10968,Random,Very short burst
9922,47919,769,3069,16098,Random,Long burst
387,37056,463,437,9890,Reverse Sorted,Short burst
6053,871,226,3919,1621,Reverse Sorted,Very short burst
4382,27883,51,1911,30657,Random,Medium burst
2007,23904,203,3682,17843,Random,Short burst
1261,7620,336,847,26660,Sorted,Short burst
229,6202,382,2553,25875,Random,Short burst
6437,8847,474,4070,16698,Constant,Short burst
2463,35929,172,1975,27006,Reverse Sorted,Medium burst
8251,39919,285,4004,25525,Constant,Long burst
6083,25540,373,1677,39143,Sorted,Long burst
243,38146,651,4362,24696,Reverse Sorted,Medium burst
8307,46359,784,838,32310,Sorted,Long burst
7569,37583,489,2106,27964,Sorted,Long burst
344,23042,698,1113,6925,Constant,Short burst
1026,43233,988,4518,32122,Random,Long burst
3278,8808,469,1497,40199,Reverse Sorted,Medium burst
2276,39742,274,564,34756,Reverse Sorted,Long burst
5102,34642,548,4509,25789,Random,Medium burst
986,44663,983,1963,17915,Constant,Medium burst
8632,31190,395,2001,3917,Sorted,Short burst
3498,7893,94,823,7885,Constant,Very short burst
8597,4903,717,378,37387,Sorted,Medium burst
9199,4046,325,843,11410,Reverse Sorted,Short burst
2754,37245,252,1011,30209,Random,Long burst
7492,29393,478,4742,14574,Random,Medium burst
1471,9888,889,1460,32521,Reverse Sorted,Medium burst
7235,42256,351,1187,30061,Sorted,Long burst
420,37160,186,4716,40332,Constant,Long burst
4754,24208,139,1618,31805,Sorted,Medium burst
5400,25226,666,4522,36828,Random,Long burst
6861,14508,92,3324,15826,Constant,Short burst
6954,36517,369,3323,48999,Constant,Very long burst
5605,611,97,3519,31779,Sorted,Medium burst
9423,18045,541,2013,36292,Sorted,Long burst
6653,40668,751,2215,13607,Sorted,Medium burst
4142,2879,981,4686,46712,Constant,Medium burst
9109,30737,994,3622,46883,Reverse Sorted,Very long burst
7598,46448,647,1925,2100,Constant,Medium burst
6736,22310,480,1286,9310,Random,Short burst
7462,41620,507,2796,44728,Reverse Sorted,Very long burst
111,18309,516,4258,39069,Reverse Sorted,Medium burst
294,8969,363,4518,25201,Sorted,Short burst
2637,28467,425,2396,48740,Constant,Long burst
2942,10248,60,1092,10233,Random,Short burst
2329,23924,609,4921,45095,Constant,Long burst
3109,21476,691,4816,1496,Sorted,Short burst
8084,24414,72,4156,31443,Constant,Long burst
2177,30567,98,57,5174,Random,Short burst
7945,43375,710,3746,6530,Sorted,Medium burst
3967,13442,199,3781,16098,Constant,Short burst
4973,19991,908,1623,45092,Random,Long burst
8735,49954,610,510,29114,Random,Long burst
397,5033,357,3356,35421,Sorted,Medium burst
5956,24083,853,2352,41014,Sorted,Long burst
9136,37549,547,2683,47828,Reverse Sorted,Very long burst
1115,28321,185,1401,31534,Reverse Sorted,Medium burst
1484,30761,373,411,47567,Random,Long burst
9689,38036,785,837,17627,Sorted,Medium burst
8845,30445,910,258,19639,Sorted,Medium burst
2450,17884,916,316,7999,Constant,Short burst
1369,28910,563,4801,47166,Constant,Long burst
1360,12698,492,603,27250,Constant,Short burst
7801,29854,996,1637,40511,Constant,Long burst
8476,7669,128,4566,3692,Reverse Sorted,Very short burst
4663,40629,178,1168,7073,Constant,Medium burst
6997,32409,629,1563,41998,Sorted,Long burst
5772,4330,156,1976,4247,Random,Very short burst
5693,21904,697,3453,24005,Random,Medium burst
6255,28257,446,3111,18999,Random,Medium burst
5643,36150,448,270,1019,Reverse Sorted,Short burst
7340,34266,897,2394,15160,Random,Medium burst
4783,16442,198,2021,48378,Reverse Sorted,Long burst
1981,32919,169,4488,21155,Reverse Sorted,Medium burst
8813,17168,823,4738,41089,Random,Long burst
3909,16746,869,4114,40374,Reverse Sorted,Long burst
5907,25496,941,2034,41344,Constant,Long burst
4983,3565,411,941,33398,Constant,Medium burst
7306,10967,595,4852,49605,Constant,Long burst
4255,45344,873,3576,41596,Reverse Sorted,Very long burst
4773,21507,27,1255,13706,Constant,Short burst
1509,3043,149,4902,5741,Random,Very short burst
9986,29202,124,1268,31323,Random,Long burst
5297,29333,337,1905,26444,Reverse Sorted,Medium burst
7552,10533,234,2049,49330,Reverse Sorted,Long burst
8818,34669,567,2485,29566,Constant,Long burst
2272,17329,448,3024,38355,Sorted,Medium burst
379,5022,559,3148,23822,Random,Short burst
4077,20651,727,3436,43129,Sorted,Long burst
2769,35819,395,4593,39125,Constant,Long burst
7925,27043,530,1866,10982,Reverse Sorted,Short burst
4081,38084,262,1827,42383,Constant,Long burst
4869,30973,629,2554,36823,Sorted,Long burst
5347,8199,910,2989,19587,Constant,Short burst
4527,3129,107,888,11175,Reverse Sorted,Very short burst
6235,40955,796,2751,33185,Sorted,Long burst
